filepath,gender,shape
faces/man/man_9784.jpg,man,"(250, 250, 3)"
faces/man/man_5365.jpg,man,"(250, 250, 3)"
faces/man/man_8097.jpg,man,"(250, 250, 3)"
faces/man/man_7873.jpg,man,"(250, 250, 3)"
faces/man/man_14205.jpg,man,"(250, 250, 3)"
faces/man/man_1227.jpg,man,"(100, 100, 3)"
faces/man/man_2493.jpg,man,"(100, 100, 3)"
faces/man/man_9935.jpg,man,"(250, 250, 3)"
faces/man/man_3228.jpg,man,"(100, 100, 3)"
faces/man/man_3012.jpg,man,"(100, 100, 3)"
faces/man/man_14641.jpg,man,"(250, 250, 3)"
faces/man/man_10744.jpg,man,"(250, 250, 3)"
faces/man/man_12860.jpg,man,"(250, 250, 3)"
faces/man/man_3095.jpg,man,"(100, 100, 3)"
faces/man/man_10270.jpg,man,"(250, 250, 3)"
faces/man/man_12494.jpg,man,"(250, 250, 3)"
faces/man/man_13325.jpg,man,"(250, 250, 3)"
faces/man/man_7097.jpg,man,"(250, 250, 3)"
faces/man/man_9504.jpg,man,"(250, 250, 3)"
faces/man/man_6477.jpg,man,"(250, 250, 3)"
faces/man/man_2985.jpg,man,"(100, 100, 3)"
faces/man/man_14459.jpg,man,"(250, 250, 3)"
faces/man/man_5411.jpg,man,"(100, 100, 3)"
faces/man/man_12475.jpg,man,"(250, 250, 3)"
faces/man/man_8817.jpg,man,"(250, 250, 3)"
faces/man/man_3461.jpg,man,"(100, 100, 3)"
faces/man/man_2451.jpg,man,"(100, 100, 3)"
faces/man/man_646.jpg,man,"(100, 100, 3)"
faces/man/man_7534.jpg,man,"(100, 100, 3)"
faces/man/man_13761.jpg,man,"(250, 250, 3)"
faces/man/man_8120.jpg,man,"(250, 250, 3)"
faces/man/man_3509.jpg,man,"(100, 100, 3)"
faces/man/man_10020.jpg,man,"(250, 250, 3)"
faces/man/man_14071.jpg,man,"(250, 250, 3)"
faces/man/man_17215.jpg,man,"(100, 100, 3)"
faces/man/man_3189.jpg,man,"(100, 100, 3)"
faces/man/man_2666.jpg,man,"(100, 100, 3)"
faces/man/man_17517.jpg,man,"(100, 100, 3)"
faces/man/man_2096.jpg,man,"(100, 100, 3)"
faces/man/man_13184.jpg,man,"(100, 100, 3)"
faces/man/man_11270.jpg,man,"(250, 250, 3)"
faces/man/man_16169.jpg,man,"(100, 100, 3)"
faces/man/man_10038.jpg,man,"(250, 250, 3)"
faces/man/man_6251.jpg,man,"(250, 250, 3)"
faces/man/man_13533.jpg,man,"(250, 250, 3)"
faces/man/man_9586.jpg,man,"(250, 250, 3)"
faces/man/man_13939.jpg,man,"(250, 250, 3)"
faces/man/man_12570.jpg,man,"(250, 250, 3)"
faces/man/man_16714.jpg,man,"(100, 100, 3)"
faces/man/man_13976.jpg,man,"(250, 250, 3)"
faces/man/man_7848.jpg,man,"(250, 250, 3)"
faces/man/man_10198.jpg,man,"(250, 250, 3)"
faces/man/man_12943.jpg,man,"(250, 250, 3)"
faces/man/man_8782.jpg,man,"(250, 250, 3)"
faces/man/man_8293.jpg,man,"(250, 250, 3)"
faces/man/man_1661.jpg,man,"(100, 100, 3)"
faces/man/man_9841.jpg,man,"(250, 250, 3)"
faces/man/man_14633.jpg,man,"(250, 250, 3)"
faces/man/man_8495.jpg,man,"(250, 250, 3)"
faces/man/man_2218.jpg,man,"(100, 100, 3)"
faces/man/man_588.jpg,man,"(100, 100, 3)"
faces/man/man_15618.jpg,man,"(250, 250, 3)"
faces/man/man_1457.jpg,man,"(100, 100, 3)"
faces/man/man_14975.jpg,man,"(250, 250, 3)"
faces/man/man_2146.jpg,man,"(100, 100, 3)"
faces/man/man_8596.jpg,man,"(250, 250, 3)"
faces/man/man_57.jpg,man,"(100, 100, 3)"
faces/man/man_11965.jpg,man,"(250, 250, 3)"
faces/man/man_7315.jpg,man,"(250, 250, 3)"
faces/man/man_11706.jpg,man,"(250, 250, 3)"
faces/man/man_5021.jpg,man,"(250, 250, 3)"
faces/man/man_8676.jpg,man,"(250, 250, 3)"
faces/man/man_16766.jpg,man,"(100, 100, 3)"
faces/man/man_16185.jpg,man,"(100, 100, 3)"
faces/man/man_8770.jpg,man,"(250, 250, 3)"
faces/man/man_11915.jpg,man,"(250, 250, 3)"
faces/man/man_11853.jpg,man,"(250, 250, 3)"
faces/man/man_10459.jpg,man,"(250, 250, 3)"
faces/man/man_16866.jpg,man,"(100, 100, 3)"
faces/man/man_11461.jpg,man,"(250, 250, 3)"
faces/man/man_8141.jpg,man,"(250, 250, 3)"
faces/man/man_12242.jpg,man,"(250, 250, 3)"
faces/man/man_9943.jpg,man,"(250, 250, 3)"
faces/man/man_4376.jpg,man,"(250, 250, 3)"
faces/man/man_4578.jpg,man,"(250, 250, 3)"
faces/man/man_13573.jpg,man,"(250, 250, 3)"
faces/man/man_15500.jpg,man,"(250, 250, 3)"
faces/man/man_13777.jpg,man,"(250, 250, 3)"
faces/man/man_10004.jpg,man,"(250, 250, 3)"
faces/man/man_3184.jpg,man,"(100, 100, 3)"
faces/man/man_5570.jpg,man,"(250, 250, 3)"
faces/man/man_11820.jpg,man,"(250, 250, 3)"
faces/man/man_4474.jpg,man,"(250, 250, 3)"
faces/man/man_6469.jpg,man,"(250, 250, 3)"
faces/man/man_10975.jpg,man,"(250, 250, 3)"
faces/man/man_11614.jpg,man,"(250, 250, 3)"
faces/man/man_4349.jpg,man,"(250, 250, 3)"
faces/man/man_12667.jpg,man,"(250, 250, 3)"
faces/man/man_2845.jpg,man,"(100, 100, 3)"
faces/man/man_10478.jpg,man,"(250, 250, 3)"
faces/man/man_6888.jpg,man,"(250, 250, 3)"
faces/man/man_13468.jpg,man,"(100, 100, 3)"
faces/man/man_10981.jpg,man,"(250, 250, 3)"
faces/man/man_4594.jpg,man,"(250, 250, 3)"
faces/man/man_11905.jpg,man,"(250, 250, 3)"
faces/man/man_4584.jpg,man,"(250, 250, 3)"
faces/man/man_2047.jpg,man,"(250, 250, 3)"
faces/man/man_173.jpg,man,"(100, 100, 3)"
faces/man/man_13989.jpg,man,"(250, 250, 3)"
faces/man/man_10905.jpg,man,"(250, 250, 3)"
faces/man/man_13166.jpg,man,"(250, 250, 3)"
faces/man/man_7639.jpg,man,"(250, 250, 3)"
faces/man/man_9063.jpg,man,"(250, 250, 3)"
faces/man/man_1560.jpg,man,"(100, 100, 3)"
faces/man/man_16677.jpg,man,"(100, 100, 3)"
faces/man/man_6108.jpg,man,"(250, 250, 3)"
faces/man/man_15764.jpg,man,"(250, 250, 3)"
faces/man/man_970.jpg,man,"(100, 100, 3)"
faces/man/man_5995.jpg,man,"(250, 250, 3)"
faces/man/man_3939.jpg,man,"(250, 250, 3)"
faces/man/man_11886.jpg,man,"(250, 250, 3)"
faces/man/man_11875.jpg,man,"(100, 100, 3)"
faces/man/man_2873.jpg,man,"(100, 100, 3)"
faces/man/man_14065.jpg,man,"(250, 250, 3)"
faces/man/man_4197.jpg,man,"(250, 250, 3)"
faces/man/man_16167.jpg,man,"(100, 100, 3)"
faces/man/man_762.jpg,man,"(100, 100, 3)"
faces/man/man_16952.jpg,man,"(100, 100, 3)"
faces/man/man_12394.jpg,man,"(100, 100, 3)"
faces/man/man_1504.jpg,man,"(100, 100, 3)"
faces/man/man_16616.jpg,man,"(100, 100, 3)"
faces/man/man_9809.jpg,man,"(250, 250, 3)"
faces/man/man_15183.jpg,man,"(100, 100, 3)"
faces/man/man_13288.jpg,man,"(250, 250, 3)"
faces/man/man_2853.jpg,man,"(100, 100, 3)"
faces/man/man_13909.jpg,man,"(250, 250, 3)"
faces/man/man_5371.jpg,man,"(250, 250, 3)"
faces/man/man_2162.jpg,man,"(100, 100, 3)"
faces/man/man_2341.jpg,man,"(100, 100, 3)"
faces/man/man_14396.jpg,man,"(250, 250, 3)"
faces/man/man_11426.jpg,man,"(250, 250, 3)"
faces/man/man_3237.jpg,man,"(100, 100, 3)"
faces/man/man_1875.jpg,man,"(100, 100, 3)"
faces/man/man_10741.jpg,man,"(250, 250, 3)"
faces/man/man_17093.jpg,man,"(100, 100, 3)"
faces/man/man_10108.jpg,man,"(250, 250, 3)"
faces/man/man_994.jpg,man,"(100, 100, 3)"
faces/man/man_13623.jpg,man,"(250, 250, 3)"
faces/man/man_4398.jpg,man,"(250, 250, 3)"
faces/man/man_12240.jpg,man,"(250, 250, 3)"
faces/man/man_10479.jpg,man,"(250, 250, 3)"
faces/man/man_11159.jpg,man,"(250, 250, 3)"
faces/man/man_5514.jpg,man,"(250, 250, 3)"
faces/man/man_9117.jpg,man,"(250, 250, 3)"
faces/man/man_10153.jpg,man,"(250, 250, 3)"
faces/man/man_9597.jpg,man,"(250, 250, 3)"
faces/man/man_14749.jpg,man,"(250, 250, 3)"
faces/man/man_9703.jpg,man,"(100, 100, 3)"
faces/man/man_8576.jpg,man,"(250, 250, 3)"
faces/man/man_6540.jpg,man,"(250, 250, 3)"
faces/man/man_5326.jpg,man,"(100, 100, 3)"
faces/man/man_3614.jpg,man,"(250, 250, 3)"
faces/man/man_14726.jpg,man,"(250, 250, 3)"
faces/man/man_6899.jpg,man,"(250, 250, 3)"
faces/man/man_7651.jpg,man,"(250, 250, 3)"
faces/man/man_7428.jpg,man,"(250, 250, 3)"
faces/man/man_422.jpg,man,"(100, 100, 3)"
faces/man/man_15238.jpg,man,"(250, 250, 3)"
faces/man/man_9075.jpg,man,"(250, 250, 3)"
faces/man/man_9997.jpg,man,"(250, 250, 3)"
faces/man/man_4518.jpg,man,"(250, 250, 3)"
faces/man/man_3239.jpg,man,"(100, 100, 3)"
faces/man/man_15634.jpg,man,"(250, 250, 3)"
faces/man/man_16322.jpg,man,"(100, 100, 3)"
faces/man/man_2857.jpg,man,"(100, 100, 3)"
faces/man/man_4644.jpg,man,"(250, 250, 3)"
faces/man/man_6863.jpg,man,"(250, 250, 3)"
faces/man/man_11064.jpg,man,"(250, 250, 3)"
faces/man/man_3247.jpg,man,"(250, 250, 3)"
faces/man/man_2294.jpg,man,"(100, 100, 3)"
faces/man/man_1207.jpg,man,"(100, 100, 3)"
faces/man/man_16492.jpg,man,"(100, 100, 3)"
faces/man/man_14282.jpg,man,"(100, 100, 3)"
faces/man/man_15367.jpg,man,"(250, 250, 3)"
faces/man/man_8404.jpg,man,"(250, 250, 3)"
faces/man/man_13088.jpg,man,"(250, 250, 3)"
faces/man/man_4467.jpg,man,"(250, 250, 3)"
faces/man/man_2060.jpg,man,"(100, 100, 3)"
faces/man/man_6311.jpg,man,"(250, 250, 3)"
faces/man/man_13036.jpg,man,"(100, 100, 3)"
faces/man/man_135.jpg,man,"(100, 100, 3)"
faces/man/man_5828.jpg,man,"(250, 250, 3)"
faces/man/man_12885.jpg,man,"(250, 250, 3)"
faces/man/man_9074.jpg,man,"(250, 250, 3)"
faces/man/man_2094.jpg,man,"(100, 100, 3)"
faces/man/man_14149.jpg,man,"(250, 250, 3)"
faces/man/man_8312.jpg,man,"(100, 100, 3)"
faces/man/man_8845.jpg,man,"(250, 250, 3)"
faces/man/man_9891.jpg,man,"(250, 250, 3)"
faces/man/man_1866.jpg,man,"(100, 100, 3)"
faces/man/man_16882.jpg,man,"(100, 100, 3)"
faces/man/man_1350.jpg,man,"(100, 100, 3)"
faces/man/man_11259.jpg,man,"(100, 100, 3)"
faces/man/man_7115.jpg,man,"(250, 250, 3)"
faces/man/man_6434.jpg,man,"(250, 250, 3)"
faces/man/man_1006.jpg,man,"(100, 100, 3)"
faces/man/man_14128.jpg,man,"(250, 250, 3)"
faces/man/man_11257.jpg,man,"(250, 250, 3)"
faces/man/man_17351.jpg,man,"(100, 100, 3)"
faces/man/man_6346.jpg,man,"(250, 250, 3)"
faces/man/man_4956.jpg,man,"(100, 100, 3)"
faces/man/man_17321.jpg,man,"(100, 100, 3)"
faces/man/man_11669.jpg,man,"(250, 250, 3)"
faces/man/man_11364.jpg,man,"(250, 250, 3)"
faces/man/man_16397.jpg,man,"(100, 100, 3)"
faces/man/man_12423.jpg,man,"(250, 250, 3)"
faces/man/man_420.jpg,man,"(100, 100, 3)"
faces/man/man_13052.jpg,man,"(250, 250, 3)"
faces/man/man_4276.jpg,man,"(100, 100, 3)"
faces/man/man_13492.jpg,man,"(250, 250, 3)"
faces/man/man_3164.jpg,man,"(100, 100, 3)"
faces/man/man_1011.jpg,man,"(100, 100, 3)"
faces/man/man_12243.jpg,man,"(250, 250, 3)"
faces/man/man_3364.jpg,man,"(100, 100, 3)"
faces/man/man_1761.jpg,man,"(100, 100, 3)"
faces/man/man_4030.jpg,man,"(100, 100, 3)"
faces/man/man_11074.jpg,man,"(250, 250, 3)"
faces/man/man_5773.jpg,man,"(250, 250, 3)"
faces/man/man_14566.jpg,man,"(100, 100, 3)"
faces/man/man_6454.jpg,man,"(250, 250, 3)"
faces/man/man_11961.jpg,man,"(250, 250, 3)"
faces/man/man_3545.jpg,man,"(100, 100, 3)"
faces/man/man_4070.jpg,man,"(250, 250, 3)"
faces/man/man_1817.jpg,man,"(100, 100, 3)"
faces/man/man_10018.jpg,man,"(250, 250, 3)"
faces/man/man_15421.jpg,man,"(250, 250, 3)"
faces/man/man_13588.jpg,man,"(250, 250, 3)"
faces/man/man_7568.jpg,man,"(250, 250, 3)"
faces/man/man_5888.jpg,man,"(250, 250, 3)"
faces/man/man_7000.jpg,man,"(250, 250, 3)"
faces/man/man_7261.jpg,man,"(250, 250, 3)"
faces/man/man_5476.jpg,man,"(250, 250, 3)"
faces/man/man_6239.jpg,man,"(250, 250, 3)"
faces/man/man_4083.jpg,man,"(250, 250, 3)"
faces/man/man_1737.jpg,man,"(100, 100, 3)"
faces/man/man_6366.jpg,man,"(250, 250, 3)"
faces/man/man_4244.jpg,man,"(250, 250, 3)"
faces/man/man_6613.jpg,man,"(250, 250, 3)"
faces/man/man_328.jpg,man,"(100, 100, 3)"
faces/man/man_2354.jpg,man,"(100, 100, 3)"
faces/man/man_14189.jpg,man,"(250, 250, 3)"
faces/man/man_10549.jpg,man,"(250, 250, 3)"
faces/man/man_1632.jpg,man,"(100, 100, 3)"
faces/man/man_1369.jpg,man,"(100, 100, 3)"
faces/man/man_13834.jpg,man,"(250, 250, 3)"
faces/man/man_15125.jpg,man,"(250, 250, 3)"
faces/man/man_15794.jpg,man,"(250, 250, 3)"
faces/man/man_14908.jpg,man,"(250, 250, 3)"
faces/man/man_7983.jpg,man,"(250, 250, 3)"
faces/man/man_17633.jpg,man,"(100, 100, 3)"
faces/man/man_16215.jpg,man,"(100, 100, 3)"
faces/man/man_13496.jpg,man,"(250, 250, 3)"
faces/man/man_13527.jpg,man,"(250, 250, 3)"
faces/man/man_1379.jpg,man,"(100, 100, 3)"
faces/man/man_4373.jpg,man,"(250, 250, 3)"
faces/man/man_4897.jpg,man,"(250, 250, 3)"
faces/man/man_5916.jpg,man,"(250, 250, 3)"
faces/man/man_2697.jpg,man,"(100, 100, 3)"
faces/man/man_3243.jpg,man,"(100, 100, 3)"
faces/man/man_12454.jpg,man,"(250, 250, 3)"
